,Rank,Scores,Name,Branch,Town,Genders Accepted,Campus Size,Total Student Enrollments,Total Faculty,Established Year,Rating,University,Facilities,City_y,State,Country,College Type,Average Fees
369,3796,97.0,Walchand Institute of Technology,Computer Science and Engineering, Solapur,Co-Ed,22 Acres,2551,156,1983,3.39,"Solapur University, Solapur","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations",Solapur,Maharashtra,India,Private,357692.3077
89,611,96.9417419,Thadomal Shahani Engineering College,Computer Engineering, Bandra,Co-Ed,,1718,110,1983,3.85,"University of Mumbai, Mumbai","Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations",Mumbai,Maharashtra,India,Private,587000
10,637,96.8544906,Institute of Chemical Technology,Chemical Engineering, Matunga,Co-Ed,16 Acres,1753,116,2008,3.91,,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations, Guest Room",Mumbai,Maharashtra,India,Public/Government,189512.8205
442,56388,96.5268048,Sinhgad College of Engineering,Mechanical Engineering, Vadgaon (BK),Co-Ed,5 Acres,5292,300,1996,3.05,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Swimming Pool, Alumni Associations",Pune,Maharashtra,India,Private,400476.1905
18,764,96.5201553,Institute of Chemical Technology,Chemical Engineering, Matunga,Co-Ed,16 Acres,1753,116,2008,3.61,,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations, Guest Room",Mumbai,Maharashtra,India,Public/Government,189512.8205
113,780,96.4632201,Vivekanand Education Society's Institute of Technology,Computer Engineering, Chembur,Co-Ed,,3138,126,1984,3.68,"University of Mumbai, Mumbai","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, IT Infrastructure, Laboratories, Alumni Associations, Guest Room",Mumbai,Maharashtra,India,Private,315500
47,783,96.4632201,Shri Ramdeobaba College of Engineering and Management,Computer Science and Engineering, Nagpur,Co-Ed,,4685,256,1984,3.52,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations, Parking Facility, Banks Facilities",Nagpur,Maharashtra,India,Private,442916.6667
211,826,96.3552158,MKSSS's Cummins College of Engineering for Women,Computer Engineering, Karvenagar,Female,4 Acres,2631,128,1991,3.6,"Savitribai Phule Pune University, Pune","Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations, Banks Facilities",Pune,Maharashtra,India,Private,618900
114,834,96.3236849,Vivekanand Education Society's Institute of Technology,Computer Engineering, Chembur,Co-Ed,,3138,126,1984,3.6,"University of Mumbai, Mumbai","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, IT Infrastructure, Laboratories, Alumni Associations, Guest Room",Mumbai,Maharashtra,India,Private,315500
63,853,96.2974983,Shri Ramdeobaba College of Engineering and Management,"Computer Science andEngineering", Nagpur,Co-Ed,,4685,256,1984,3.76,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations, Parking Facility, Banks Facilities",Nagpur,Maharashtra,India,Private,442916.6667
192,3894,96.0,MKSSS's Cummins College of Engineering for Women,Information Technology, Karvenagar,Female,4 Acres,2631,128,1991,3.79,"Savitribai Phule Pune University, Pune","Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations, Banks Facilities",Pune,Maharashtra,India,Private,618900
79,3979,96.0,Thadomal Shahani Engineering College,Bio Technology, Bandra,Co-Ed,,1718,110,1983,3.85,"University of Mumbai, Mumbai","Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations",Mumbai,Maharashtra,India,Private,587000
84,1073,95.8345556,Thadomal Shahani Engineering College,Computer Engineering, Bandra,Co-Ed,,1718,110,1983,3.6,"University of Mumbai, Mumbai","Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations",Mumbai,Maharashtra,India,Private,587000
11,1095,95.7811606,Institute of Chemical Technology,Food Engineering and Technology, Matunga,Co-Ed,16 Acres,1753,116,2008,4.0,,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations, Guest Room",Mumbai,Maharashtra,India,Public/Government,189512.8205
19,1106,95.7783249,Institute of Chemical Technology,"Food Engineering andTechnology", Matunga,Co-Ed,16 Acres,1753,116,2008,3.57,,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations, Guest Room",Mumbai,Maharashtra,India,Public/Government,189512.8205
48,1109,95.7734521,Shri Ramdeobaba College of Engineering and Management,Computer Science and Engineering, Nagpur,Co-Ed,,4685,256,1984,3.92,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations, Parking Facility, Banks Facilities",Nagpur,Maharashtra,India,Private,442916.6667
212,1171,95.6435427,MKSSS's Cummins College of Engineering for Women,Computer Engineering, Karvenagar,Female,4 Acres,2631,128,1991,3.94,"Savitribai Phule Pune University, Pune","Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations, Banks Facilities",Pune,Maharashtra,India,Private,618900
12,1386,95.2376232,Institute of Chemical Technology,Polymer Engineering and Technology, Matunga,Co-Ed,16 Acres,1753,116,2008,3.65,,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations, Guest Room",Mumbai,Maharashtra,India,Public/Government,189512.8205
106,1391,95.217857,Vivekanand Education Society's Institute of Technology,Computer Engineering, Chembur,Co-Ed,,3138,126,1984,3.86,"University of Mumbai, Mumbai","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, IT Infrastructure, Laboratories, Alumni Associations, Guest Room",Mumbai,Maharashtra,India,Private,315500
90,1394,95.217857,Thadomal Shahani Engineering College,Information Technology, Bandra,Co-Ed,,1718,110,1983,3.92,"University of Mumbai, Mumbai","Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations",Mumbai,Maharashtra,India,Private,587000
85,1446,95.1182239,Thadomal Shahani Engineering College,Information Technology, Bandra,Co-Ed,,1718,110,1983,3.54,"University of Mumbai, Mumbai","Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations",Mumbai,Maharashtra,India,Private,587000
20,1459,95.1025671,Institute of Chemical Technology,"Polymer Engineering andTechnology", Matunga,Co-Ed,16 Acres,1753,116,2008,3.52,,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations, Guest Room",Mumbai,Maharashtra,India,Public/Government,189512.8205
115,1472,95.0760119,Vivekanand Education Society's Institute of Technology,Information Technology, Chembur,Co-Ed,,3138,126,1984,3.54,"University of Mumbai, Mumbai","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, IT Infrastructure, Laboratories, Alumni Associations, Guest Room",Mumbai,Maharashtra,India,Private,315500
247,4058,95.0,Pune Vidyarthi Griha's College of Engineering and Technology,Information Technology,  Pune,Co-Ed,8 Acres,,98,1985,4.0,"Savitribai Phule Pune University, Pune","Boys Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations, Banks Facilities",Pune,Maharashtra,India,Private,394500
396,4014,95.0,Sinhgad College of Engineering,Computer Engineering, Vadgaon (BK),Co-Ed,5 Acres,5292,300,1996,3.05,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Swimming Pool, Alumni Associations",Pune,Maharashtra,India,Private,400476.1905
49,1513,94.9982973,Shri Ramdeobaba College of Engineering and Management,Information Technology, Nagpur,Co-Ed,,4685,256,1984,3.72,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations, Parking Facility, Banks Facilities",Nagpur,Maharashtra,India,Private,442916.6667
107,1519,94.9947813,Vivekanand Education Society's Institute of Technology,Computer Engineering, Chembur,Co-Ed,,3138,126,1984,3.67,"University of Mumbai, Mumbai","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, IT Infrastructure, Laboratories, Alumni Associations, Guest Room",Mumbai,Maharashtra,India,Private,315500
13,1603,94.8591079,Institute of Chemical Technology,"Pharmaceuticals Chemistry andTechnology", Matunga,Co-Ed,16 Acres,1753,116,2008,3.97,,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations, Guest Room",Mumbai,Maharashtra,India,Public/Government,189512.8205
50,1601,94.8591079,Shri Ramdeobaba College of Engineering and Management,"Computer Science andEngineering(Artificial Intelligence andMachine Learning)", Nagpur,Co-Ed,,4685,256,1984,3.72,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations, Parking Facility, Banks Facilities",Nagpur,Maharashtra,India,Private,442916.6667
116,1701,94.6934492,Vivekanand Education Society's Institute of Technology,"Artificial Intelligence andData Science", Chembur,Co-Ed,,3138,126,1984,3.95,"University of Mumbai, Mumbai","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, IT Infrastructure, Laboratories, Alumni Associations, Guest Room",Mumbai,Maharashtra,India,Private,315500
65,1747,94.6215562,Shri Ramdeobaba College of Engineering and Management,Information Technology, Nagpur,Co-Ed,,4685,256,1984,3.82,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations, Parking Facility, Banks Facilities",Nagpur,Maharashtra,India,Private,442916.6667
715,1744,94.6215562,Bajaj Institute of Technology,Electrical Engineering, Wardha,Co-Ed,,541,20,2017,2.65,"Dr Babasaheb Ambedkar Technological University, Lonere","Gym, Library, Sports, Cafeteria, Medical/Hospital, IT Infrastructure, Classrooms, Laboratories, Guest Room",Wardha,Maharashtra,India,Private,240000
51,1746,94.6215562,Shri Ramdeobaba College of Engineering and Management,"Computer Science andEngineering(Cyber Security)", Nagpur,Co-Ed,,4685,256,1984,3.85,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations, Parking Facility, Banks Facilities",Nagpur,Maharashtra,India,Private,442916.6667
64,1746,94.6215562,Shri Ramdeobaba College of Engineering and Management,"Computer Science andEngineering(Artificial", Nagpur,Co-Ed,,4685,256,1984,3.82,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations, Parking Facility, Banks Facilities",Nagpur,Maharashtra,India,Private,442916.6667
86,1808,94.5026944,Thadomal Shahani Engineering College,Artificial Intelligence and Data Science, Bandra,Co-Ed,,1718,110,1983,3.94,"University of Mumbai, Mumbai","Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations",Mumbai,Maharashtra,India,Private,587000
204,1812,94.4920082,MKSSS's Cummins College of Engineering for Women,Computer Engineering, Karvenagar,Female,4 Acres,2631,128,1991,3.93,"Savitribai Phule Pune University, Pune","Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations, Banks Facilities",Pune,Maharashtra,India,Private,618900
182,1818,94.4600576,Thakur College of Engineering and Technology,Computer Engineering, Kandivali,Co-Ed,3 Acres,3193,135,2001,3.94,"University of Mumbai, Mumbai","Boys Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations, Guest Room, Banks Facilities",Mumbai,Maharashtra,India,Private,491666.6667
52,1884,94.4114276,Shri Ramdeobaba College of Engineering and Management,"Computer Science andEngineering(Data Science)", Nagpur,Co-Ed,,4685,256,1984,3.94,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations, Parking Facility, Banks Facilities",Nagpur,Maharashtra,India,Private,442916.6667
173,1891,94.3815612,Thakur College of Engineering and Technology,Computer Engineering, Kandivali,Co-Ed,3 Acres,3193,135,2001,3.94,"University of Mumbai, Mumbai","Boys Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations, Guest Room, Banks Facilities",Mumbai,Maharashtra,India,Private,491666.6667
183,1907,94.3664854,Thakur College of Engineering and Technology,Information Technology, Kandivali,Co-Ed,3 Acres,3193,135,2001,3.83,"University of Mumbai, Mumbai","Boys Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations, Guest Room, Banks Facilities",Mumbai,Maharashtra,India,Private,491666.6667
213,1903,94.3664854,MKSSS's Cummins College of Engineering for Women,Information Technology, Karvenagar,Female,4 Acres,2631,128,1991,3.71,"Savitribai Phule Pune University, Pune","Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations, Banks Facilities",Pune,Maharashtra,India,Private,618900
14,1966,94.2790029,Institute of Chemical Technology,"Oil,Oleochemicals and SurfactantsTechnology", Matunga,Co-Ed,16 Acres,1753,116,2008,3.71,,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations, Guest Room",Mumbai,Maharashtra,India,Public/Government,189512.8205
91,1977,94.257288,Thadomal Shahani Engineering College,"Artificial Intelligence andData Science", Bandra,Co-Ed,,1718,110,1983,3.95,"University of Mumbai, Mumbai","Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations",Mumbai,Maharashtra,India,Private,587000
66,2038,94.1568868,Shri Ramdeobaba College of Engineering and Management,"Electronics andCommunication", Nagpur,Co-Ed,,4685,256,1984,3.61,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations, Parking Facility, Banks Facilities",Nagpur,Maharashtra,India,Private,442916.6667
226,4154,94.0,MIT Academy of Engineering,Information Technology,Alandi,Co-Ed,11 Acres,3030,171,1999,3.73,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Parking Facility, Guest Room",Pune,Maharashtra,India,Private,500454.5455
128,4153,94.0,Don Bosco Institute of Technology,"Electronics and TelecommunicationEngg", Mumbai,Co-Ed,,1547,90,2001,3.52,"University of Mumbai, Mumbai","Gym, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Laboratories, Alumni Associations",Mumbai,Maharashtra,India,Private,496000
127,4153,94.0,Don Bosco Institute of Technology,"Electronics and TelecommunicationEngg", Mumbai,Co-Ed,36 Acres,2654,222,2001,3.98,"Visvesvaraya Technological University, Belagavi","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Banks Facilities",Bengaluru,Karnataka,India,Private,175272.7273
219,4113,94.0,MIT Academy of Engineering,Information Technology,Alandi,Co-Ed,11 Acres,3030,171,1999,3.57,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Parking Facility, Guest Room",Pune,Maharashtra,India,Private,500454.5455
108,2134,93.9600114,Vivekanand Education Society's Institute of Technology,Information Technology, Chembur,Co-Ed,,3138,126,1984,3.89,"University of Mumbai, Mumbai","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, IT Infrastructure, Laboratories, Alumni Associations, Guest Room",Mumbai,Maharashtra,India,Private,315500
21,2218,93.861029,Institute of Chemical Technology,"Oil,Oleochemicals andSurfactants Technology", Matunga,Co-Ed,16 Acres,1753,116,2008,3.54,,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations, Guest Room",Mumbai,Maharashtra,India,Public/Government,189512.8205
